TXNAME	GENEID	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
BambuTx498	ENSG00000260342	6	5	10	16	21	29
BambuTx499	ENSG00000174628	3	26	24	45	39	61
BambuTx500	ENSG00000290674	3	3	2	3	0	0
BambuTx501	ENSG00000309043	1	4	1	35	19	16
BambuTx502	ENSG00000275807	9	13	16	14	18	19
BambuTx503	ENSG00000298198	0	0	0	18	18	6
BambuTx504	ENSG00000179965	18	14	22	18	15	21
BambuTx505	ENSG00000099385	12	22	28	59	56	60
BambuTx506	ENSG00000175938	20	16	17	183	164	173
BambuTx507	ENSG00000178226	9	14	16	15	29	17
BambuTx508	ENSG00000129636	43	41	56	92	81	91
BambuTx509	BambuGene10093	0	0	5	2	3	1
BambuTx510	ENSG00000259283	0	0	0	6	1	4
BambuTx511	ENSG00000291105	19	13	21	30	30	33
BambuTx512	ENSG00000290662	0	0	0	28	22	20
BambuTx513	ENSG00000140859	48	62	83	109	118	124
BambuTx514	ENSG00000103021	10	28	52	23	28	27
BambuTx515	ENSG00000258122	6	9	2	35	44	35
BambuTx516	BambuGene10187	7	7	6	4	5	11
BambuTx517	ENSG00000168676	0	0	0	8	4	1
BambuTx518	ENSG00000176387	9	17	19	9	5	7
BambuTx519	ENSG00000258429	28	32	43	55	61	86
BambuTx520	BambuGene10260	2	0	3	1	1	0
BambuTx521	ENSG00000167377	5	0	2	5	9	12
BambuTx522	ENSG00000166822	13	12	19	49	66	69
BambuTx523	ENSG00000183196	3	5	3	54	62	50
BambuTx524	ENSG00000103121	273	396	452	518	574	630
BambuTx525	ENSG00000166455	2	6	17	18	20	17
BambuTx526	ENSG00000166455	5	0	8	11	5	6
BambuTx527	BambuGene10352	0	0	0	4	3	5
BambuTx528	ENSG00000260504	0	0	0	5	5	1
BambuTx529	BambuGene9603	3	7	11	6	7	11
BambuTx530	BambuGene10376	0	0	0	17	21	28
BambuTx531	BambuGene10390	115	59	117	51	39	45
BambuTx532	BambuGene10407	0	0	0	3	9	4
BambuTx533	ENSG00000261118	0	2	1	52	31	20
BambuTx534	ENSG00000261373	27	66	37	85	54	114
BambuTx535	ENSG00000187624	0	0	0	175	149	237
BambuTx536	ENSG00000236838	5	3	3	3	10	6
BambuTx537	BambuGene11433	0	0	0	5	0	2
BambuTx538	BambuGene10590	0	0	0	7	5	8
BambuTx539	BambuGene11475	24	13	24	16	8	7
BambuTx540	ENSG00000262165	56	66	65	70	89	64
BambuTx541	ENSG00000198920	6	10	5	2	1	1
BambuTx542	ENSG00000291084	0	0	0	21	3	15
BambuTx543	BambuGene10673	69	72	123	65	83	99
BambuTx544	ENSG00000161955	65	109	120	103	121	108
BambuTx545	ENSG00000129194	13	5	3	2	0	1
BambuTx546	BambuGene11541	0	0	0	5	8	5
BambuTx547	ENSG00000179859	0	4	1	12	17	23
BambuTx548	ENSG00000179477	0	0	3	12	13	20
BambuTx549	ENSG00000214999	1	0	0	2	5	1
BambuTx550	BambuGene10715	0	4	0	4	2	0
BambuTx551	ENSG00000265349	6	9	18	6	15	8
BambuTx552	ENSG00000154957	5	7	9	3	4	4
BambuTx553	BambuGene11584	0	2	0	18	17	13
BambuTx554	ENSG00000259024	2	3	5	4	2	6
BambuTx555	ENSG00000255104	3	1	8	1	5	3
BambuTx556	ENSG00000265401	167	193	202	169	228	198
BambuTx557	ENSG00000141040	8	10	6	74	77	59
BambuTx558	ENSG00000141040	1	10	4	67	68	72
BambuTx559	ENSG00000170160	0	0	0	150	176	152
BambuTx560	ENSG00000299412	7	22	27	14	27	10
BambuTx561	ENSG00000306320	2	4	1	6	6	6
BambuTx562	BambuGene11655	97	59	77	94	124	94
BambuTx563	ENSG00000230197	1	2	9	5	8	5
BambuTx564	ENSG00000281856	9	26	23	20	18	27
BambuTx565	ENSG00000281856	56	52	66	53	29	19
BambuTx566	BambuGene11697	7	9	8	3	7	7
BambuTx567	ENSG00000087095	0	1	0	8	3	8
BambuTx568	ENSG00000167525	7	11	21	8	18	9
BambuTx569	ENSG00000295132	11	16	27	14	19	16
BambuTx570	BambuGene11737	0	0	0	6	2	2
BambuTx571	ENSG00000178691	3	17	9	29	24	50
BambuTx572	ENSG00000280033	2	2	3	5	4	0
BambuTx573	ENSG00000307464	0	0	0	4	2	2
BambuTx574	ENSG00000278540	222	206	224	135	142	137
BambuTx575	ENSG00000277972	189	212	136	104	135	121
BambuTx576	ENSG00000265784	64	25	48	26	20	24
BambuTx577	ENSG00000299210	58	41	70	14	19	18
BambuTx578	ENSG00000214546	2	3	7	2	4	1
BambuTx579	ENSG00000266088	1	10	11	22	33	39
BambuTx580	ENSG00000108759	1	1	2	18	15	5
BambuTx581	ENSG00000171346	115	224	237	218	214	197
BambuTx582	ENSG00000186832	9	5	0	8	10	12
BambuTx583	ENSG00000289579	0	0	0	9	17	6
BambuTx584	BambuGene11872	50	88	82	50	77	68
BambuTx585	BambuGene10978	99	136	160	76	83	99
BambuTx586	BambuGene11907	8	1	6	6	6	11
BambuTx587	ENSG00000108861	193	279	404	279	228	278
BambuTx588	ENSG00000161653	24	54	49	6	8	9
BambuTx589	ENSG00000087152	4	13	20	14	13	0
BambuTx590	BambuGene11978	0	1	8	8	4	1
BambuTx591	ENSG00000159224	1	1	0	23	19	20
BambuTx592	ENSG00000159224	3	2	0	15	20	19
BambuTx593	BambuGene12001	5	4	10	1	7	12
BambuTx594	BambuGene12003	4	0	1	2	0	0
BambuTx595	ENSG00000153930	1	2	1	27	33	44
BambuTx596	ENSG00000214226	9	9	15	20	22	35
BambuTx597	BambuGene11146	3	1	0	3	0	0
BambuTx598	BambuGene12054	17	0	0	12	0	9
BambuTx599	ENSG00000108387	0	1	1	1	2	9
BambuTx600	BambuGene12071	16	18	17	95	81	70
BambuTx601	ENSG00000266117	0	0	0	197	224	204
BambuTx602	ENSG00000266117	0	0	2	216	240	207
BambuTx603	ENSG00000291214	38	44	83	139	143	191
BambuTx604	ENSG00000278730	1	8	2	17	18	5
BambuTx605	BambuGene12141	0	0	0	9	8	2
BambuTx606	ENSG00000196704	0	4	2	12	11	8
BambuTx607	ENSG00000070540	6	17	17	9	9	13
BambuTx608	ENSG00000133195	247	355	438	365	420	388
BambuTx609	ENSG00000279035	10	6	6	12	10	6
BambuTx610	ENSG00000125445	117	149	178	283	335	341
BambuTx611	BambuGene11291	0	0	0	31	33.55924	30
BambuTx612	BambuGene11291	0	0	0	42.24601	44.29471	49.88513
BambuTx613	ENSG00000070731	5	3	3	31	64	78
BambuTx614	BambuGene11328	1	4	5	6	8	2
BambuTx615	ENSG00000303469	0	1	1	8	5	20
BambuTx616	ENSG00000263069	0	3	4	5	4	5
BambuTx617	ENSG00000173818	21	36	32	17	18	19
BambuTx618	BambuGene12260	3	2	4	2	1	1
BambuTx619	ENSG00000303104	0	0	0	14	8	9
BambuTx620	BambuGene12303	0	0	0	2	4	12
BambuTx621	BambuGene11402	0	0	0	2	9	7
BambuTx622	BambuGene12532	0	1	1	22	27	35
BambuTx623	ENSG00000305251	2	0	6	2	7	8
BambuTx624	ENSG00000272799	12	8	6	4	5	1
BambuTx625	BambuGene12612	0	1	0	3	3	4
BambuTx626	ENSG00000075643	70	109	87	180	191	220
BambuTx627	ENSG00000150477	22	21	16	6	7	9
BambuTx628	ENSG00000152223	22	15	35	85	117	72
BambuTx629	BambuGene12436	0	2	0	8	6	9
BambuTx630	ENSG00000287673	0	0	0	108	80	106
BambuTx631	ENSG00000287673	0	0	0	109	95	125
BambuTx632	BambuGene12440	0	0	0	2	0	2
BambuTx633	ENSG00000267764	0	0	0	36	50	47
BambuTx634	BambuGene12675	0	0	0	34	39	34
BambuTx635	BambuGene12490	0	0	0	26	14	16
BambuTx636	ENSG00000276092	0	0	3	9	4	2
BambuTx637	ENSG00000266278	0	2	4	5	13	12
BambuTx638	ENSG00000266278	4	3	8.83562	49	25	43
BambuTx639	BambuGene12493	0	0	0	4	11	5
BambuTx640	ENSG00000166347	1114	2008	2369	1184	1348	1362
BambuTx641	ENSG00000286529	1	3	7	1	1	1
BambuTx642	ENSG00000306934	0	0	0	4	7	7
BambuTx643	ENSG00000181781	0	0	0	15	4	19
BambuTx644	ENSG00000266933	0	0	0	21	0	11
BambuTx645	BambuGene13862	13	12	15	17	22	16
BambuTx646	BambuGene12748	2	0	7	2	0	1
BambuTx647	ENSG00000301705	0	5	3	10	17	9
BambuTx648	ENSG00000267092	0	8	13	7	6	6
BambuTx649	ENSG00000130270	5	9	8	52	70	63
BambuTx650	BambuGene12791	11	0	0	7	0	2.48343
BambuTx651	BambuGene12791	4	9	2	2	0	0
BambuTx652	ENSG00000307697	0	0	0	54	97	82
BambuTx653	ENSG00000307697	0	0	0	40	58	50
BambuTx654	BambuGene12853	569	181	247	140	101	132
BambuTx655	ENSG00000105251	31	15	21	153	144	139
BambuTx656	BambuGene12879	5	7	22	20	19	13
BambuTx657	BambuGene12895	0	6	6	6	7	4
BambuTx658	BambuGene12910	13	11	22	19	32	20
BambuTx659	ENSG00000187650	1	3	7	7	9	7
BambuTx660	BambuGene14023	2	0	0	20	20	33
BambuTx661	BambuGene12969	12	9	7	10	4	11
BambuTx662	BambuGene12976	2	1	1	370	369	388
BambuTx663	BambuGene12997	0	0	3	24	14	14
BambuTx664	ENSG00000295575	4	5	5	3	1	0
BambuTx665	BambuGene14163	47	15	14	23	17	18
BambuTx666	ENSG00000213304	1	1	4	7	5	1
BambuTx667	ENSG00000213304	3	3	4	2	4	4
BambuTx668	BambuGene14189	0	0	0	2	1	0
BambuTx669	ENSG00000286132	5	7	2	60	55	62
BambuTx670	ENSG00000132010	0	0	0	40	37	40
BambuTx671	ENSG00000293234	3	1	7	15	28	20
BambuTx672	BambuGene13100	3	1	0	7	5	7
BambuTx673	ENSG00000188868	1	6	9	30	31	25
BambuTx674	ENSG00000267424	0	1	0	6	12	8
BambuTx675	BambuGene14229	0	0	0	2	2	0
BambuTx676	BambuGene13134	16	5	14	3	5	3
BambuTx677	ENSG00000187556	1	1	2	8	7	12
BambuTx678	BambuGene14296	0	2	2	11	14	6
BambuTx679	BambuGene14296	1	6	1	2	1	2
BambuTx680	ENSG00000141977	0	0	0	29	34	26
BambuTx681	ENSG00000130312	779	872	1082	260	287	290
BambuTx682	BambuGene14325	29	44	35	40	37	39
BambuTx683	ENSG00000268112	143	60	85	19	28	13
BambuTx684	ENSG00000248099	12	20	22	183	176	139
BambuTx685	ENSG00000293178	1	12	8	4	11	10
BambuTx686	BambuGene14396	0	0	0	7	0	1
BambuTx687	ENSG00000178093	0	0	0	7	4	6
BambuTx688	ENSG00000258674	39	65	34	73	78	92
BambuTx689	BambuGene13256	5	7	2	10	7	9
BambuTx690	ENSG00000256771	22	30	25	77	86	77
BambuTx691	ENSG00000267565	7	7	10	4	15	12
BambuTx692	ENSG00000197124	1	2	8	55	70	53
BambuTx693	ENSG00000213988	0	0	0	97	139	110
BambuTx694	ENSG00000213988	0	0	0	143	74	153
BambuTx695	ENSG00000213988	0	0	0	62	89	69
BambuTx696	ENSG00000213988	0	0	0	16.99715	24.57945	0
BambuTx697	ENSG00000237440	14	20	39	32	45	31
BambuTx698	ENSG00000268416	0	0	0	23	17	15
BambuTx699	ENSG00000268416	0	0	0	0	1.13914	19
BambuTx700	ENSG00000268416	4	0	1	98	70	74
BambuTx701	ENSG00000268416	0	0	0	31	36	32
BambuTx702	ENSG00000268416	0	0	0	56	59	66
BambuTx703	ENSG00000160229	11	2	4	6	8	8
BambuTx704	BambuGene14427	0	0	0	26	51	29
BambuTx705	ENSG00000160352	0	0	0	159	182	178
BambuTx706	ENSG00000197013	35	58	64	148	181	155
BambuTx707	ENSG00000197013	0	0	0	56	77	64
BambuTx708	ENSG00000304629	0	0	0	9	23	7
BambuTx709	ENSG00000197020	0	2	0	13	18	11
BambuTx710	ENSG00000196172	2	2	10	20	19	32
BambuTx711	ENSG00000196172	3	3	3	73	104	86
BambuTx712	ENSG00000196172	3	3.71755	0.63539	81	57.39361	94
BambuTx713	BambuGene14486	0	0	0	2	0	0
BambuTx714	BambuGene14501	3	7	1	2	6	16
BambuTx715	BambuGene14518	0	0	33	36	36	34
BambuTx716	BambuGene14532	13	30	32	18	16	14
BambuTx717	ENSG00000105668	0	0	0	2	6	4
BambuTx718	ENSG00000126246	81	75	78	51	51	44
BambuTx719	ENSG00000267053	0	0	0	48	57	44
BambuTx720	ENSG00000267041	4	3	19	10	12	12
BambuTx721	ENSG00000300522	0	9	10	4	11	15
BambuTx722	ENSG00000300522	6	5	10	8	9	1
BambuTx723	ENSG00000171827	1	7	3	7	4	14
BambuTx724	ENSG00000267422	0	0	0	4	7	8
BambuTx725	BambuGene13394	17	14	4	7	3	12
BambuTx726	ENSG00000268756	0	0	0	120	157	140
BambuTx727	BambuGene14600	0	0	0	35	53	32
BambuTx728	ENSG00000268510	13	3	10	6	9	3
BambuTx729	ENSG00000308388	1	0	0	96	98	91
BambuTx730	ENSG00000308388	0	0	0	100	71	85
BambuTx731	ENSG00000105223	98	222	170	83	79	111
BambuTx732	ENSG00000293116	0	2	0	23	13	20
BambuTx733	ENSG00000178386	10	2	4	45	41	34
BambuTx734	ENSG00000266903	11	17	11	61	33	83
BambuTx735	BambuGene13559	34	38	82	34	39	44
BambuTx736	ENSG00000295209	13	10	20	12	29	19
BambuTx737	BambuGene13576	15	3	12	3	5	2
BambuTx738	ENSG00000105327	14	32	12	16	8	22
BambuTx739	ENSG00000178150	3	1	0	787	1050	808
BambuTx740	BambuGene13646	0	1	1	7	1	1
BambuTx741	ENSG00000104808	8	4	13	32	50	20
BambuTx742	BambuGene13666	1	0	1	4	0	6
BambuTx743	BambuGene14828	0	30	49	21	17	20
BambuTx744	ENSG00000261341	27	31	35	27	27	23
BambuTx745	ENSG00000286236	0	0	0	10	3	10
BambuTx746	ENSG00000161551	2	7	14	171	165	187
BambuTx747	ENSG00000256683	1	0	0	103	82	69
BambuTx748	BambuGene14877	0	0	0	38	75	51
BambuTx749	ENSG00000288253	3	3	2	11	10	13
BambuTx750	ENSG00000198482	0	2	0	37	49	42
BambuTx751	ENSG00000204604	50	87	82	272	260	235
BambuTx752	ENSG00000269646	2	0	0	13	6	11
BambuTx753	ENSG00000170954	2	5	3	23	32	45
BambuTx754	ENSG00000269001	0	1	8	30	30	41
BambuTx755	ENSG00000269001	0	0	0	19	21	17
BambuTx756	ENSG00000293185	6	4	6	35	21	38
BambuTx757	ENSG00000167618	0	0	0	19	22	15
BambuTx758	ENSG00000267577	16	9	15	567	578	526
BambuTx759	ENSG00000309824	31	38	72	70	50	80
BambuTx760	BambuGene14962	394	475	498	196	191	207
BambuTx761	BambuGene13811	0	0	0	129	130	127
BambuTx762	ENSG00000298539	0	2	0	6	10	12
BambuTx763	ENSG00000298539	9	1	1	12	15	12
BambuTx764	BambuGene14979	2	13	7	10	26	21
BambuTx765	BambuGene14979	0	3	1	2	7	7
BambuTx766	ENSG00000267454	20	34	13	149	137	169
BambuTx767	ENSG00000267454	14	30	35	261	182	233
BambuTx768	ENSG00000186230	189	230	281	204	173	156
BambuTx769	ENSG00000176593	5	9	16	22	26	24
BambuTx770	ENSG00000288830	0	0	0	26	32	28
BambuTx771	ENSG00000268895	9	17	28	70	106	73
BambuTx772	ENSG00000083838	14	25	19	46	44	67
BambuTx773	BambuGene16040	0	0	0	7	8	0
BambuTx774	BambuGene16047	0	1	2	18	19	14
BambuTx775	BambuGene15083	0	0	0	5	3	3
BambuTx776	BambuGene15083	2	2	0	26	33	22
BambuTx777	ENSG00000242282	0	10	10	28	46	22
BambuTx778	ENSG00000286905	7	2	12	13	17	8
BambuTx779	ENSG00000214866	0	0	0	23	24	13
BambuTx780	BambuGene16068	15	28	11	19	23	21
BambuTx781	BambuGene16116	3	0	4	10	27	9
BambuTx782	ENSG00000183891	162	210	216	520	552	568
BambuTx783	BambuGene15145	40	20	61	62	78	65
BambuTx784	ENSG00000234378	0	0	0	6	1	3
BambuTx785	BambuGene15182	0	0	2	2	5	3
BambuTx786	ENSG00000138101	13	9	25	19	32	25
BambuTx787	ENSG00000295291	0	0	0	26	20	25
BambuTx788	ENSG00000143994	4	12	10	4	3	6
BambuTx789	ENSG00000234072	3	6	11	32	21	33
BambuTx790	ENSG00000226833	6	14	18	6	5	11
BambuTx791	ENSG00000226833	13	1	3	2	3	3
BambuTx792	ENSG00000305035	8	4	5	15	15	23
BambuTx793	BambuGene16210	0	0	0	3	8	3
BambuTx794	ENSG00000236213	1	0	2	15	39	36
BambuTx795	ENSG00000237803	4	3	3	2	1	0
BambuTx796	ENSG00000213553	0	1	2	87	101	98
BambuTx797	ENSG00000299127	127	161	155	407	424	373
BambuTx798	ENSG00000171132	12	15	16	12	12	16
BambuTx799	ENSG00000233845	6	4	7	8	8	8
BambuTx800	ENSG00000301821	0	0	0	8	9	2
BambuTx801	ENSG00000170802	4	6	12	37	18	33
BambuTx802	ENSG00000309808	0	0	2	43	50	54
BambuTx803	BambuGene16312	1	10	9	15	13	7
BambuTx804	ENSG00000115504	0	5	3	17	8	14
BambuTx805	BambuGene15341	0	0	0	16	20	13
BambuTx806	ENSG00000198369	23	17	25	243	265	263
BambuTx807	ENSG00000198369	2	7	6	159	231	211
BambuTx808	BambuGene16342	0	0	0	24	38	29
BambuTx809	BambuGene16346	0	1	2	29	30	26
BambuTx810	ENSG00000243667	0	2	2	14	15	14
BambuTx811	ENSG00000124370	12	33	27	89	88	92
BambuTx812	ENSG00000310032	0	0	0	11	14	3
BambuTx813	ENSG00000114956	392	477	588	823	918	765
BambuTx814	ENSG00000287687	0	0	2	4	9	7
BambuTx815	ENSG00000309310	0	1	0	3	11	9
BambuTx816	ENSG00000309281	8	17	20	9	4	9
BambuTx817	ENSG00000270996	0	3	4	6	5	12
BambuTx818	BambuGene16411	255	206	312	224	283	231
BambuTx819	BambuGene15405	8	12	16	16	14	15
BambuTx820	ENSG00000115548	10	15	20	8	18	18
BambuTx821	ENSG00000239305	0	0	0	15	24	24
BambuTx822	ENSG00000294715	0	0	0	37	40	20
BambuTx823	ENSG00000249884	0	1	4	197	235	164
BambuTx824	ENSG00000168754	60	130	86	41	36	39
BambuTx825	ENSG00000241962	0	0	0	10	3	4
BambuTx826	ENSG00000214184	1	10	11	14	12	24
BambuTx827	ENSG00000144061	72	71	107	350	373	288
BambuTx828	ENSG00000175772	18	43	44	45	56	39
BambuTx829	ENSG00000240350	2	1	6	33	49	43
BambuTx830	ENSG00000144130	2	17	13	102	110	115
BambuTx831	ENSG00000136689	1.25583	3.84134	4	29	41	25.58421
BambuTx832	ENSG00000136689	19	45	65	38	35	34
BambuTx833	ENSG00000304983	0	14	35	153	170	162
BambuTx834	BambuGene16612	12	11	19	27	29	28
BambuTx835	ENSG00000144120	32	57	64	137	152	103
BambuTx836	BambuGene16618	2	5	4	4	2	5
BambuTx837	ENSG00000144231	12	27	21	20	29	49
BambuTx838	BambuGene16645	4	2	0	3	7	1
BambuTx839	ENSG00000299827	1	8	4	3	8	9
BambuTx840	BambuGene15623	7	9	5	2	6	7
BambuTx841	BambuGene15625	8	7.76607	1.87387	23.86561	19	15
BambuTx842	BambuGene15625	0	3.63984	1.87512	15.4761	18.10826	15.63295
BambuTx843	ENSG00000224043	13	14	22	24	39	30
BambuTx844	BambuGene15661	6	0	0	5	7	2
BambuTx845	BambuGene15663	0	0	0	7	3	2
BambuTx846	BambuGene15668	1	1	2	5	9	10
BambuTx847	ENSG00000271320	1	7	4	9	2	9
BambuTx848	ENSG00000303120	2	1	8	4	3	1
BambuTx849	ENSG00000285373	192	192	296	70	95	94
BambuTx850	ENSG00000309217	0	0	0	5	8	1
BambuTx851	BambuGene15723	2	8	15	4	3	4
BambuTx852	ENSG00000154479	16	12	11	22	20	23
BambuTx853	ENSG00000170166	0	0	0	20	24	18
BambuTx854	BambuGene15781	0	1	1	2	10	9
BambuTx855	ENSG00000287149	0	2	1	21	31	12
BambuTx856	ENSG00000150722	30	87	80	98	147	114
BambuTx857	ENSG00000151687	7	15	11	27	24	18
BambuTx858	ENSG00000151687	1	3	1	9	8	18
BambuTx859	ENSG00000128694	11	54	65	57	69	64
BambuTx860	BambuGene15806	0	1	0	31	33	29
BambuTx861	ENSG00000162944	0	5	1	4	3	2
BambuTx862	ENSG00000222017	21	41	28	7	8	10
BambuTx863	ENSG00000286836	8	9	10	5	2	6
BambuTx864	BambuGene16892	7	24	10	2	5	9
BambuTx865	ENSG00000287498	2	2	2	16	21	27
BambuTx866	BambuGene16930	0	9	6	2	1	1
BambuTx867	ENSG00000235070	0	0	0	11	19	17
BambuTx868	ENSG00000308860	0	0	0	46	60	76
BambuTx869	ENSG00000308860	7	0	0	54	37	31
BambuTx870	ENSG00000221944	4	7	10	2	2	6
BambuTx871	ENSG00000066248	69	106	113	93	100	101
BambuTx872	ENSG00000077044	0	0	0	28	26	37
BambuTx873	BambuGene15962	0	0	0	10	14	18
BambuTx874	BambuGene15962	0	0	0	4	10	11
BambuTx875	BambuGene15962	0	0	0	4	1	1
BambuTx876	ENSG00000289261	5	8	3	6	10	6
BambuTx877	BambuGene17026	0	0	0	7	16	8
BambuTx878	ENSG00000122085	11	22	56	74	98	61
BambuTx879	ENSG00000122085	8	11	19	139	132	146
BambuTx880	ENSG00000146205	0	6	6	6	18	7
BambuTx881	ENSG00000146205	4	4.06218	2.73188	14	24	19.70699
BambuTx882	BambuGene17038	18	11	16	15	13	22
BambuTx883	ENSG00000176720	11	7	6	6	8	3
BambuTx884	ENSG00000168397	48	103	77	73	63	73
BambuTx885	ENSG00000168395	53	73	92	36	45	72
BambuTx886	BambuGene17043	2	4	5	6	15	6
BambuTx887	ENSG00000302960	8	12	5	25	21	26
BambuTx888	BambuGene17071	2	2	1	9	15	7
BambuTx889	ENSG00000296607	0	0	4	24	37	19
BambuTx890	ENSG00000296607	0	0	0	5	7	10
BambuTx891	ENSG00000260861	0	0	0	3	1	0
BambuTx892	ENSG00000241690	0	3	2	7	3	0
BambuTx893	ENSG00000275491	5	5	0	27	37	16
BambuTx894	BambuGene17628	0	0	0	4	0	0
BambuTx895	ENSG00000310389	2	0	0	18	18	15
BambuTx896	ENSG00000309276	0	0	0	40	31	26
BambuTx897	ENSG00000307491	0	0	0	34	31	46
BambuTx898	ENSG00000307491	0	0	0	24	28	31
BambuTx899	ENSG00000307491	0	0	0	32	13	14
BambuTx900	ENSG00000232900	0	2	1	10	16	9
BambuTx901	ENSG00000259974	0	2	1	14	10	14
BambuTx902	ENSG00000125814	1	1	0	2	1	6
BambuTx903	BambuGene17732	29	31	17	11	21	16
BambuTx904	ENSG00000078699	12	21	15	18	21	13
BambuTx905	ENSG00000235214	12	7	9	4	4	8
BambuTx906	ENSG00000149646	21	42	42	21	23	17
BambuTx907	ENSG00000259399	2	6	9	7	12	3
BambuTx908	ENSG00000308375	0	2	3	8	6	5
BambuTx909	BambuGene17869	4	0	13	21	41	2
BambuTx910	ENSG00000124249	1	0	0	52	44	51
BambuTx911	ENSG00000124249	13	7	17	2	4	2
BambuTx912	BambuGene17900	2	4	5	8	7	8
BambuTx913	ENSG00000124116	574	345	709	841	921	700
BambuTx914	BambuGene17923	30	10	24	27	22	24
BambuTx915	BambuGene17923	9	6	22	17	20	19
BambuTx916	ENSG00000198185	0	0	0	2	0	5
BambuTx917	BambuGene17419	7	4	7	7	2	4
BambuTx918	BambuGene17436	0	0	0	4	0	1
BambuTx919	ENSG00000298132	0	0	0	99	111	102
BambuTx920	ENSG00000227431	0	0	0	2	7	2
BambuTx921	BambuGene17998	0	2	1	4	3	1
BambuTx922	ENSG00000304933	0	0	0	20	12	9
BambuTx923	ENSG00000124097	0	0	0	11	13	9
BambuTx924	BambuGene18024	0	0	0	3	0	1
BambuTx925	ENSG00000225806	0	0	0	2	6	1
BambuTx926	ENSG00000196227	5	11	7	56	97	78
BambuTx927	BambuGene18058	33	18	41	23	33	23
BambuTx928	BambuGene18067	120	70	71	49	38	24
BambuTx929	ENSG00000171700	17	18	47	36	59	56
BambuTx930	BambuGene18223	7	3	8	6	0	1
BambuTx931	BambuGene18104	39	19	18	8	13	5
BambuTx932	ENSG00000275895	509	664	718	751	739	818
BambuTx933	BambuGene18241	78	109	136	95	97	88
BambuTx934	ENSG00000197934	0	0	1	11	8	6
BambuTx935	ENSG00000295670	0	0	0	13	14	23
BambuTx936	BambuGene18163	4	4	5	6	4	6
BambuTx937	ENSG00000227456	0	3	2	2	10	3
BambuTx938	ENSG00000157551	4	8	3	1	0	0
BambuTx939	ENSG00000157578	0	2	1	7	8	5
BambuTx940	BambuGene18334	1	0	4	15	17	18
BambuTx941	ENSG00000160191	15	28	38	2	1	1
BambuTx942	ENSG00000274225	0	0	0	5	9	13
BambuTx943	ENSG00000306053	10	11	19	4	11	7
BambuTx944	ENSG00000226115	0	0	0	24	34	24
BambuTx945	ENSG00000228235	0	0	0	23	23	28
BambuTx946	ENSG00000228235	0	0	0	137	156	131
BambuTx947	ENSG00000308668	0	1	0	800	916	805
BambuTx948	BambuGene18412	0	0	0	33	39	40
BambuTx949	BambuGene18412	3	0	2	28	37	18
BambuTx950	ENSG00000295065	0	0	0	2	10	17
BambuTx951	ENSG00000177663	0	0	0	98	117	104
BambuTx952	BambuGene18868	12	3	3	9	3	9
BambuTx953	ENSG00000278558	23	24	13	20	26	25
BambuTx954	ENSG00000273032	0	0	2	3	15	19
BambuTx955	ENSG00000185065	3	1	6	6	13	10
BambuTx956	ENSG00000070010	150	163	258	202	244	274
BambuTx957	ENSG00000185838	65	100	72	72	82	96
BambuTx958	ENSG00000289960	0	1	0	6	12	7
BambuTx959	ENSG00000286129	303	420	490	388	429	424
BambuTx961	ENSG00000128218	23	24	35	103	89	93
BambuTx962	ENSG00000251357	0	0	0	4	4	9
BambuTx963	ENSG00000251357	0	7	1	1	5	0
BambuTx964	ENSG00000167037	8	15	13	14	16	13
BambuTx965	ENSG00000309298	0	0	0	8	13	11
BambuTx966	ENSG00000233521	0	0	1	52	71	52
BambuTx967	ENSG00000233521	0	0	0	88	66	59
BambuTx968	BambuGene18506	10	23	14	41	48	36
BambuTx969	ENSG00000287967	185	204	327	307	396	336
BambuTx970	ENSG00000128342	2	6	4	18	11	14
BambuTx971	ENSG00000273387	0	0	0	6	0	2
BambuTx972	ENSG00000289873	0	0	0	95	89	94
BambuTx973	ENSG00000299145	0	0	0	27	30	36
BambuTx974	BambuGene18601	0	0	0	11	11	11
BambuTx975	ENSG00000198125	242	434	484	303	294	280
BambuTx976	ENSG00000268818	2	2	1	7	7	3
BambuTx977	BambuGene18614	50	16	25	30	31	31
BambuTx978	BambuGene18624	0	0	2	19	15	7
BambuTx979	BambuGene19034	2	5	13	8	18	3
BambuTx980	BambuGene19043	7	41	39	56	80	43
BambuTx981	BambuGene19043	94	64	81	310	259	271
BambuTx982	ENSG00000283900	0	3	1	1	3	1
BambuTx983	BambuGene19062	24	7	9	7	7	7
BambuTx984	BambuGene19085	0	0	0	12	11	5
BambuTx985	ENSG00000196236	94	38	99	66	77	73
BambuTx986	ENSG00000285531	6	10	11	7	11	5
BambuTx987	ENSG00000183066	3	2	2	28	32	42
BambuTx988	BambuGene18745	10	2	7	33	41	27
BambuTx989	BambuGene18749	17	4	4	11	14	9
BambuTx990	BambuGene18765	1	5	6	4	5	4
BambuTx991	BambuGene19150	0	0	0	5	6	6
BambuTx992	ENSG00000231711	2	2	0	4	8	8
BambuTx993	BambuGene19969	64	134	136	827	1029	937
BambuTx994	ENSG00000231401	0	0	1	14	16	11
BambuTx995	ENSG00000214021	5	2	2	9	19	4
BambuTx996	BambuGene19987	9	21	23	8	8	11
BambuTx997	BambuGene19256	0	0	0	13	22	11
BambuTx998	BambuGene19274	0	0	0	3	0	0
